   6.197664e-02,   2.843435e-01,   3.737094e-02,   5.747276e-01,   1.507031e-01,   5.723817e-01,   1.022446e-01,   2.684552e-01,   5.796399e-02,   3.779347e-01
   1.288324e-02,   2.620277e-01,   6.347828e-02,   7.423255e-01,   3.875184e-02,   1.976717e-01,   1.889263e-01,   8.269872e-01,   1.367748e-01,   7.352028e-01
   4.879844e-02,   6.638593e-01,   3.072334e-02,   8.553315e-01,   6.152577e-01,   1.114986e+00,   1.392909e-01,   1.019239e+00,   7.586329e-01,   7.856756e-01
   7.863435e-02,   5.502640e-02,   9.022928e-02,   3.945560e-01,   5.670897e-01,   8.437761e-01,   1.865404e-02,   1.262378e+00,   3.590040e-01,   4.112894e-01
   6.207603e-02,   1.437954e-01,   5.914757e-02,   3.140658e-01,   2.172470e-01,   3.705011e-01,   5.190776e-02,   4.738370e-01,   1.276506e+00,   2.980983e-01
   3.950017e-02,   2.239649e-01,   5.633382e-02,   3.074979e-01,   3.820399e-01,   2.083688e-01,   3.697434e-02,   7.548493e-01,   1.010099e+00,   4.686745e-01
   4.453688e-02,   5.576113e-01,   5.709739e-02,   4.949037e-01,   7.763419e-01,   2.703901e-01,   1.244043e-01,   6.419852e-01,   3.933807e-01,   6.796031e-01
   8.762970e-02,   8.157447e-01,   8.445717e-02,   7.008755e-01,   3.061119e-01,   6.188657e-01,   1.351393e-01,   3.198220e-01,   5.863870e-01,   3.137624e-01
   2.286837e-02,   6.574056e-01,   3.901047e-02,   3.475071e-01,   6.327900e-01,   8.034107e-01,   2.986286e-02,   3.738974e-01,   1.976835e-01,   6.258485e-01
   6.061838e-02,   5.595754e-01,   8.612758e-03,   6.438232e-01,   6.032157e-02,   1.567495e-01,   5.614867e-02,   5.663898e-01,   1.234207e+00,   3.002304e-01
   9.080000e-02,   0.000000e+00,   3.916087e-02,   0.000000e+00,   8.000000e-01,   0.000000e+00,   5.091041e-02,   0.000000e+00,   1.249713e-01,   0.000000e+00
   0.000000e+00,   9.080000e-01,   1.000000e-01,   1.000000e+00,   0.000000e+00,   0.000000e+00,   0.000000e+00,   1.090838e-01,   9.937624e-02,   5.594562e-01
   0.000000e+00,   1.503202e-01,   9.767422e-02,   0.000000e+00,   8.000000e-01,   4.893152e-01,   5.561688e-02,   0.000000e+00,   0.000000e+00,   8.000000e-01
   0.000000e+00,   7.629392e-01,   7.397805e-02,   0.000000e+00,   1.645013e-01,   1.200000e+00,   4.816437e-02,   1.320000e+00,   6.769308e-01,   0.000000e+00
   0.000000e+00,   4.201491e-01,   0.000000e+00,   4.490405e-01,   2.432706e-01,   0.000000e+00,   0.000000e+00,   3.189732e-01,   1.372000e+00,   8.000000e-01
   9.080000e-02,   9.080000e-01,   6.082063e-03,   1.000000e+00,   8.000000e-01,   0.000000e+00,   6.266146e-02,   0.000000e+00,   0.000000e+00,   8.000000e-01
